place_fips,place_name,latitude,longitude,coordinates
64322,Salineño North,26.527223,-99.0949555,"(+26.5272230, -099.0949555)"
64442,Sammy Martinez,26.4328508,-98.7512976,"(+26.4328508, -098.7512976)"
64448,Samnorwood,35.0501136,-100.2814008,"(+35.0501136, -100.2814008)"
64460,Sam Rayburn,31.0772632,-94.0255285,"(+31.0772632, -094.0255285)"
65048,San Carlos,26.2956683,-98.0630566,"(+26.2956683, -098.0630566)"
65049,San Carlos I,27.490005,-99.3729289,"(+27.4900050, -099.3729289)"
65050,San Carlos II,27.489596,-99.3685888,"(+27.4895960, -099.3685888)"
65084,Sanderson,30.1507944,-102.4079157,"(+30.1507944, -102.4079157)"
65168,Sandia,28.0212401,-97.8676393,"(+28.0212401, -097.8676393)"
65210,Sandoval,26.4181889,-99.0794305,"(+26.4181889, -099.0794305)"
65240,Sand Springs,32.280355,-101.3471909,"(+32.2803550, -101.3471909)"
65342,Sandy Hollow-Escondidas,27.9282407,-97.8015246,"(+27.9282407, -097.8015246)"
65378,San Fernando,26.4033085,-98.8350721,"(+26.4033085, -098.8350721)"
65532,San Juan,26.4149657,-98.9436911,"(+26.4149657, -098.9436911)"
65564,San Leon,29.4910705,-94.9413745,"(+29.4910705, -094.9413745)"
65678,Santa Anna,26.6692378,-98.5578843,"(+26.6692378, -098.5578843)"
65756,Santa Monica,26.3694395,-97.5889307,"(+26.3694395, -097.5889307)"
65762,Santa Rita Ranch,30.6636588,-97.8306438,"(+30.6636588, -097.8306438)"
65774,Santa Rosa,26.3487325,-98.7699118,"(+26.3487325, -098.7699118)"
65777,Santel,26.3755602,-98.8832832,"(+26.3755602, -098.8832832)"
65780,Santo,32.6055848,-98.2138449,"(+32.6055848, -098.2138449)"
65864,Sargent,28.797537,-95.6417857,"(+28.7975370, -095.6417857)"
66089,Scenic Oaks,29.7039316,-98.6676857,"(+29.7039316, -098.6676857)"
66248,Scissors,26.133333,-98.0474891,"(+26.1333330, -098.0474891)"
66512,Sebastian,26.3452385,-97.7962956,"(+26.3452385, -097.7962956)"
66686,Seis Lagos,33.0714612,-96.5667908,"(+33.0714612, -096.5667908)"
66806,Serenada,30.7127031,-97.6931444,"(+30.7127031, -097.6931444)"
67010,Shadybrook,32.1168978,-95.4276723,"(+32.1168978, -095.4276723)"
67082,Shady Hollow,30.1645319,-97.8630835,"(+30.1645319, -097.8630835)"
67340,Sheffield,30.6858889,-101.8224159,"(+30.6858889, -101.8224159)"
67364,Shelbyville,31.7593313,-94.0771716,"(+31.7593313, -094.0771716)"
67472,Sheridan,29.5113298,-96.6729789,"(+29.5113298, -096.6729789)"
67554,Sherwood Shores,33.847679,-96.8148568,"(+33.8476790, -096.8148568)"
67664,Shiro,30.6040432,-95.8876361,"(+30.6040432, -095.8876361)"
67772,Sierra Blanca,31.1834264,-105.3395395,"(+31.1834264, -105.3395395)"
67778,Siesta Shores,26.8502593,-99.2558079,"(+26.8502593, -099.2558079)"
68762,Sonterra,30.8073824,-97.5968102,"(+30.8073824, -097.5968102)"
68966,South Fork Estates,27.2696564,-98.7239509,"(+27.2696564, -098.7239509)"
69072,South La Paloma,27.8987686,-97.9677532,"(+27.8987686, -097.9677532)"
69326,South Toledo Bend,31.1635105,-93.6018651,"(+31.1635105, -093.6018651)"
69353,Southwest Sandhill,31.5568714,-102.9065661,"(+31.5568714, -102.9065661)"
69596,Spring,30.0621687,-95.3839657,"(+30.0621687, -095.3839657)"
69708,Spring Gardens,27.7615292,-97.7418731,"(+27.7615292, -097.7418731)"
70154,Steiner Ranch,30.3653765,-97.8959114,"(+30.3653765, -097.8959114)"
70460,Stonewall,30.2535844,-98.6609069,"(+30.2535844, -098.6609069)"
70688,Study Butte,29.3355535,-103.5426087,"(+29.3355535, -103.5426087)"
70940,Summerfield,34.7398988,-102.5091671,"(+34.7398988, -102.5091671)"
71236,Sunrise Shores,32.1792275,-95.5075121,"(+32.1792275, -095.5075121)"
71264,Sunset,33.4468466,-97.7672687,"(+33.4468466, -097.7672687)"
71274,Sunset,26.4246034,-99.0621196,"(+26.4246034, -099.0621196)"
71289,Sunset Acres,27.7941655,-99.4566034,"(+27.7941655, -099.4566034)"
71636,Sylvester,32.7228804,-100.2499292,"(+32.7228804, -100.2499292)"
71820,Tanquecitos South Acres,27.4897918,-99.3796911,"(+27.4897918, -099.3796911)"
71824,Tanquecitos South Acres II,27.4869606,-99.3881776,"(+27.4869606, -099.3881776)"
72248,Terlingua,29.2871342,-103.5834095,"(+29.2871342, -103.5834095)"
72581,The Homesteads,32.475488,-97.1662452,"(+32.4754880, -097.1662452)"
72656,The Woodlands,30.172562,-95.5098125,"(+30.1725620, -095.5098125)"
49359,Morgan Farm,28.0054911,-97.5534946,"(+28.0054911, -097.5534946)"
60534,Rancho Chico,28.0241847,-97.4966204,"(+28.0241847, -097.4966204)"
64244,St. Paul,28.090962,-97.563184,"(+28.0909620, -097.5631840)"
49411,Morning Glory,31.564753,-106.2089333,"(+31.5647530, -106.2089333)"
59210,Prado Verde,31.8897879,-106.6135088,"(+31.8897879, -106.6135088)"
69432,Sparks,31.6727058,-106.2398157,"(+31.6727058, -106.2398157)"
50058,Muniz,26.2578215,-98.0896704,"(+26.2578215, -098.0896704)"
50092,Murillo,26.2641954,-98.1233311,"(+26.2641954, -098.1233311)"
51900,North Alamo,26.2160747,-98.1265971,"(+26.2160747, -098.1265971)"
53934,Olivarez,26.228547,-97.9930868,"(+26.2285470, -097.9930868)"
50544,Neches,31.8694184,-95.4848443,"(+31.8694184, -095.4848443)"
50742,Netos,26.4108074,-98.7585132,"(+26.4108074, -098.7585132)"
66000,Savannah,33.2257382,-96.9081253,"(+33.2257382, -096.9081253)"
52068,North Escobares,26.4324916,-98.9719352,"(+26.4324916, -098.9719352)"
64316,Salineño,26.5175531,-99.1120582,"(+26.5175531, -099.1120582)"
52302,North Pearsall,28.9215839,-99.0949455,"(+28.9215839, -099.0949455)"
66848,Seth Ward,34.2162951,-101.6945149,"(+34.2162951, -101.6945149)"
53212,Oak Trail Shores,32.4896432,-97.8338454,"(+32.4896432, -097.8338454)"
56498,Pecan Plantation,32.3636587,-97.6536901,"(+32.3636587, -097.6536901)"
54552,Ozona,30.7073986,-101.2060594,"(+30.7073986, -101.2060594)"
54624,Paige,30.2129439,-97.1258408,"(+30.2129439, -097.1258408)"
54810,Palmview South,26.2082597,-98.3779074,"(+26.2082597, -098.3779074)"
61532,Relampago,26.0850868,-97.9058636,"(+26.0850868, -097.9058636)"
54872,Paloma Creek South,33.2100197,-96.9326859,"(+33.2100197, -096.9326859)"
57116,Pettus,28.6155942,-97.8120929,"(+28.6155942, -097.8120929)"
68132,Skidmore,28.2683625,-97.6852962,"(+28.2683625, -097.6852962)"
57566,Pine Harbor,32.7683439,-94.49982,"(+32.7683439, -094.4998200)"
57596,Pinehurst,30.1886073,-95.7035383,"(+30.1886073, -095.7035383)"
57752,Pinewood Estates,30.1701832,-94.3182906,"(+30.1701832, -094.3182906)"
57932,Placedo,28.6919356,-96.8259037,"(+28.6919356, -096.8259037)"
58952,Port O'Connor,28.4460237,-96.420127,"(+28.4460237, -096.4201270)"
58850,Porter Heights,30.1483935,-95.3237453,"(+30.1483935, -095.3237453)"
59108,Potosi,32.3357451,-99.6843381,"(+32.3357451, -099.6843381)"
59156,Powderly,33.8090468,-95.4990085,"(+33.8090468, -095.4990085)"
67775,Siesta Acres,28.7563306,-100.4917521,"(+28.7563306, -100.4917521)"
59420,Preston,33.8655022,-96.6635397,"(+33.8655022, -096.6635397)"
63332,Rosharon,29.3499744,-95.453054,"(+29.3499744, -095.4530540)"
59612,Proctor,31.9867021,-98.4304368,"(+31.9867021, -098.4304368)"
60026,Quail Creek,28.7773225,-97.0848149,"(+28.7773225, -097.0848149)"
60092,Quemado,28.9471405,-100.6237479,"(+28.9471405, -100.6237479)"
60278,Radar Base,28.8556787,-100.5355284,"(+28.8556787, -100.5355284)"
60518,Rancho Alegre,27.7392923,-98.1026808,"(+27.7392923, -098.1026808)"
60539,Ranchos Penitas West,27.6744701,-99.6035195,"(+27.6744701, -099.6035195)"
60608,Randolph AFB,29.530328,-98.2789462,"(+29.5303280, -098.2789462)"
60686,Ratamosa,26.1993331,-97.8445677,"(+26.1993331, -097.8445677)"
61466,Reid Hope King,25.9212938,-97.4147606,"(+25.9212938, -097.4147606)"
65620,San Pedro,25.9813391,-97.588211,"(+25.9813391, -097.5882110)"
65744,Santa Maria,26.0769631,-97.8474451,"(+26.0769631, -097.8474451)"
61076,Redford,29.433685,-104.1775742,"(+29.4336850, -104.1775742)"
61568,Rendon,32.5796727,-97.2365149,"(+32.5796727, -097.2365149)"
63560,Rowena,31.6442309,-100.0481104,"(+31.6442309, -100.0481104)"
64307,Salida del Sol Estates,26.3256839,-98.4469228,"(+26.3256839, -098.4469228)"
65432,San Isidro,26.713619,-98.4479022,"(+26.7136190, -098.4479022)"
65708,Santa Cruz,26.3536892,-98.7676148,"(+26.3536892, -098.7676148)"
65792,San Ygnacio,27.0531775,-99.4237483,"(+27.0531775, -099.4237483)"
65876,Sarita,27.2229197,-97.7955913,"(+27.2229197, -097.7955913)"
66536,Seco Mines,28.7504995,-100.5015297,"(+28.7504995, -100.5015297)"
67376,Sheldon,29.8597709,-95.1331606,"(+29.8597709, -095.1331606)"
67763,Sienna,29.4854478,-95.5063321,"(+29.4854478, -095.5063321)"
68678,Solis,26.1791409,-97.8494605,"(+26.1791409, -097.8494605)"
69194,South Point,25.8699767,-97.3811965,"(+25.8699767, -097.3811965)"
68846,South Alamo,26.1517547,-98.1078511,"(+26.1517547, -098.1078511)"
69380,Spade,33.9260321,-102.1542415,"(+33.9260321, -102.1542415)"
70520,Stowell,29.7799595,-94.3686142,"(+29.7799595, -094.3686142)"
71696,Taft Southwest,27.9712308,-97.4054457,"(+27.9712308, -097.4054457)"
72758,Thompsonville,27.260012,-98.7846705,"(+27.2600120, -098.7846705)"
72902,Thunderbird Bay,31.9096332,-99.0207981,"(+31.9096332, -099.0207981)"
72950,Tierra Dorada,26.4006533,-98.9212625,"(+26.4006533, -098.9212625)"
72954,Tierra Verde,27.7615714,-97.7173844,"(+27.7615714, -097.7173844)"
72992,Tilden,28.4598552,-98.5486768,"(+28.4598552, -098.5486768)"
73057,Timberwood Park,29.7007234,-98.4831811,"(+29.7007234, -098.4831811)"
73148,Tivoli,28.4608394,-96.8914704,"(+28.4608394, -096.8914704)"
73424,Tow,30.8877031,-98.4641399,"(+30.8877031, -098.4641399)"
73526,Tradewinds,27.9949918,-97.2601763,"(+27.9949918, -097.2601763)"
73562,Travis Ranch,32.8009545,-96.4781556,"(+32.8009545, -096.4781556)"
73856,Tuleta,28.5767008,-97.7980262,"(+28.5767008, -097.7980262)"
73904,Tulsita,28.642329,-97.8180516,"(+28.6423290, -097.8180516)"
74168,Tynan,28.170753,-97.7491758,"(+28.1707530, -097.7491758)"
74228,Umbarger,34.956389,-102.1093921,"(+34.9563890, -102.1093921)"
74660,Valera,31.7536183,-99.5492699,"(+31.7536183, -099.5492699)"
74667,Valle Hermoso,26.3822681,-98.7871167,"(+26.3822681, -098.7871167)"
74668,Valle Verde,27.679691,-99.2009971,"(+27.6796910, -099.2009971)"
74670,Valle Vista,26.3160456,-98.6546546,"(+26.3160456, -098.6546546)"
74895,Val Verde Park,29.3745528,-100.8306156,"(+29.3745528, -100.8306156)"
74984,Vanderbilt,28.8208112,-96.60964,"(+28.8208112, -096.6096400)"
75068,Van Vleck,29.0281325,-95.884566,"(+29.0281325, -095.8845660)"
75432,Victoria Vera,26.3180875,-98.69296,"(+26.3180875, -098.6929600)"
75617,Villarreal,26.3071209,-98.6442851,"(+26.3071209, -098.6442851)"
75626,Villa Verde,26.1300813,-97.9959738,"(+26.1300813, -097.9959738)"
76048,Waka,36.2815828,-101.0441332,"(+36.2815828, -101.0441332)"
76564,Warren,30.6125911,-94.4228603,"(+30.6125911, -094.4228603)"
76612,Washburn,35.1691627,-101.5699946,"(+35.1691627, -101.5699946)"
77080,Welch,32.9336131,-102.1231944,"(+32.9336131, -102.1231944)"
77336,West Alto Bonito,26.3143118,-98.6631534,"(+26.3143118, -098.6631534)"
77422,Westdale,27.9657261,-97.9937284,"(+27.9657261, -097.9937284)"
77490,Western Lake,32.62116,-97.8166564,"(+32.6211600, -097.8166564)"
77662,West Livingston,30.7013929,-95.0202745,"(+30.7013929, -095.0202745)"
77680,Westminster,33.3648492,-96.4593479,"(+33.3648492, -096.4593479)"
77728,West Odessa,31.8382481,-102.5001393,"(+31.8382481, -102.5001393)"
77866,West Sharyland,26.2718606,-98.3403979,"(+26.2718606, -098.3403979)"
78040,Westwood Shores,30.9365708,-95.3274045,"(+30.9365708, -095.3274045)"
78640,Whitharral,33.7391544,-102.3278231,"(+33.7391544, -102.3278231)"
79204,Wildwood,30.525295,-94.448708,"(+30.5252950, -094.4487080)"
79456,Willow Grove,31.559134,-97.2960588,"(+31.5591340, -097.2960588)"
79756,Wingate,32.0455126,-100.1040393,"(+32.0455126, -100.1040393)"
79792,Winnie,29.8167164,-94.3806725,"(+29.8167164, -094.3806725)"
80350,Wyldwood,30.1286512,-97.4774161,"(+30.1286512, -097.4774161)"
80428,Yancey,29.1470714,-99.1426423,"(+29.1470714, -099.1426423)"
80716,Zapata,26.9021664,-99.261428,"(+26.9021664, -099.2614280)"
80722,Zapata Ranch,26.3588266,-97.8230048,"(+26.3588266, -097.8230048)"
80724,Zarate,26.3199363,-98.6369315,"(+26.3199363, -098.6369315)"
80740,Zephyr,31.6792171,-98.7912348,"(+31.6792171, -098.7912348)"
80836,Zuehl,29.5051029,-98.1521676,"(+29.5051029, -098.1521676)"
79192,Wild Peach Village,29.0810444,-95.637257,"(+29.0810444, -095.6372570)"
72948,Tierra Bonita,26.2726986,-97.8276388,"(+26.2726986, -097.8276388)"
75554,Villa del Sol,26.1919041,-97.5818859,"(+26.1919041, -097.5818859)"
75614,Villa Pancho,25.8843484,-97.4157195,"(+25.8843484, -097.4157195)"
80686,Yznaga,26.3285249,-97.8150089,"(+26.3285249, -097.8150089)"
72952,Tierra Grande,27.7036864,-97.5718186,"(+27.7036864, -097.5718186)"
73376,Tornillo,31.4367035,-106.1032252,"(+31.4367035, -106.1032252)"
73928,Tunis,30.5422756,-96.5272582,"(+30.5422756, -096.5272582)"
74576,Utopia,29.624088,-99.5126546,"(+29.6240880, -099.5126546)"
74594,Uvalde Estates,29.1686895,-99.8361418,"(+29.1686895, -099.8361418)"
76012,Wadsworth,28.8299413,-95.914531,"(+28.8299413, -095.9145310)"
77196,Wells Branch,30.4434582,-97.6799551,"(+30.4434582, -097.6799551)"
78016,Westway,31.96007,-106.5759813,"(+31.9600700, -106.5759813)"
79180,Wildorado,35.2092056,-102.2095147,"(+35.2092056, -102.2095147)"
